Airport,Time,Temperature,WindSpeed,Precipitation,Visibility,WeatherCondition
JFK,2024-01-02 18:40:00,3.7886952207966367,39.75057684642352,0.18196362561551993,5.501781419705067,Snow
ATL,2024-01-02 18:50:00,14.981020403893481,8.167722487157825,1.5082435198557653,8.56398475491418,Rain
JFK,2024-01-02 19:00:00,16.459623325872474,5.215654367594108,5.00717459141711,7.311640078795457,Clear
DFW,2024-01-02 19:10:00,9.192488625883751,7.275774139367957,13.386308327270033,8.101365437818425,Clear
JFK,2024-01-02 19:20:00,17.693935091937593,43.856378094925084,17.76544393023012,4.158780615334822,Fog
JFK,2024-01-02 19:30:00,-6.329128347488533,26.40946308781781,9.198839025879256,4.641883674836952,Clear
ORD,2024-01-02 19:40:00,-6.049529332382802,23.36304980037513,12.139462325485308,4.543136973915516,Fog
ATL,2024-01-02 19:50:00,-2.26767428390537,5.335590955117714,3.769997055911223,2.7268586596405138,Rain
JFK,2024-01-02 20:00:00,13.313487411815515,32.47780033784809,16.09933667763371,1.5509499232921482,Rain
ORD,2024-01-02 20:10:00,-0.3702394585758899,43.3999795947545,19.346562227069395,6.318244835445041,Fog
LAX,2024-01-02 20:20:00,2.7477981571659793,41.40929346617265,5.371978658291949,9.902950150785275,Rain
ORD,2024-01-02 20:30:00,8.014077627784733,31.302735449040064,9.896519032010927,2.5014673445523656,Clear
ORD,2024-01-02 20:40:00,26.533975580467093,3.763935832583681,1.722322210127476,1.4201633790934638,Rain
ORD,2024-01-02 20:50:00,-9.376203883921296,5.6198513588006485,11.182733129259368,8.015785136415396,Fog
JFK,2024-01-02 21:00:00,19.222046910648007,2.465449355491234,10.055668836933611,3.273274060162518,Clear
JFK,2024-01-02 21:10:00,20.09944389683084,12.873960824623465,2.888729683101552,8.466794248176356,Clear
LAX,2024-01-02 21:20:00,25.939510116048645,6.783073358018887,8.8413242623615,7.3354300033106385,Clear
DFW,2024-01-02 21:30:00,31.973882257714095,13.002402012621694,6.682093041731266,9.51106183345724,Thunderstorm
DFW,2024-01-02 21:40:00,-9.093796797281957,19.252902785948084,10.436617506103786,4.680345121810048,Clear
DFW,2024-01-02 21:50:00,-3.079733251905272,47.149139203556786,11.713086708575984,6.9577285550557075,Rain
LAX,2024-01-02 22:00:00,29.877708232519687,30.518802989084605,0.16991157214419017,5.183693027319436,Clear
DFW,2024-01-02 22:10:00,10.633335298415691,41.748689284148114,15.220119658991107,6.675298275776892,Clear
DFW,2024-01-02 22:20:00,15.406578752005856,35.51757503561661,14.260285837234816,5.046390154069636,Rain
ORD,2024-01-02 22:30:00,19.836224167541634,5.625156526331587,7.325727724130444,2.6976902178166737,Clear
JFK,2024-01-02 22:40:00,20.55799720230368,36.796020318697444,1.0587187113763652,5.571076744030428,Rain
JFK,2024-01-02 22:50:00,31.92831814924287,13.754944077956221,15.098650795701008,5.757257812936981,Snow
ORD,2024-01-02 23:00:00,34.862723783525134,31.955392349735316,19.10350320956265,8.29543463434145,Fog
ORD,2024-01-02 23:10:00,22.40708574189231,17.048098682149426,4.803031920440284,7.619686352142231,Clear
ORD,2024-01-02 23:20:00,2.9249544142317863,49.88361316323296,6.470492274740758,6.974124615472997,Fog
JFK,2024-01-02 23:30:00,29.588858103245464,13.177573974838891,3.676257789636299,2.0204838599731527,Rain
DFW,2024-01-02 23:40:00,-7.785058845665728,13.956523538713483,11.538722466896793,7.485546615973435,Fog
ORD,2024-01-02 23:50:00,0.39863837935232915,46.53361277811992,3.096827892949099,5.502746407190633,Clear
LAX,2024-01-03 00:00:00,30.382357285867172,1.2322202318161335,7.123878869227589,9.046895824955433,Rain
ORD,2024-01-03 00:10:00,1.5286181497709723,34.834449393659845,13.940260278685258,9.278838407174884,Thunderstorm
ATL,2024-01-03 00:20:00,-0.07070231702131835,36.26631953679391,11.202319660186967,1.4964093154160691,Fog
ORD,2024-01-03 00:30:00,-3.7843618086888746,41.81892887051997,7.729251286558705,8.38577404319031,Clear
JFK,2024-01-03 00:40:00,28.660029094111245,48.721965531923765,8.404992036150837,1.3392765138040357,Clear
ORD,2024-01-03 00:50:00,12.502621663598902,48.78009595783262,11.24221765246459,4.304526631255204,Clear
ATL,2024-01-03 01:00:00,20.370194137436965,3.2638378783231947,0.11729455774322606,5.880699780589712,Clear
LAX,2024-01-03 01:10:00,0.7579872833763357,41.09196613764512,1.570197369072197,2.332907187644147,Clear
DFW,2024-01-03 01:20:00,24.111818945504744,32.31549668286907,17.625161355260232,7.716824313121691,Clear
ORD,2024-01-03 01:30:00,24.20024952329443,32.36710671865456,1.5575797818258152,1.0751923375492471,Fog
ATL,2024-01-03 01:40:00,4.066911120873506,6.41749633073474,14.136071924210103,2.5173914359063314,Clear
ATL,2024-01-03 01:50:00,8.480718485462727,32.509358322282665,18.400763282181053,6.227171468681282,Rain
LAX,2024-01-03 02:00:00,-0.5639375156409621,49.12412903006239,5.413672086034622,7.4294880583356315,Clear
JFK,2024-01-03 02:10:00,33.945246049530695,45.59092847697235,7.409828741190285,9.249787924245245,Clear
ORD,2024-01-03 02:20:00,19.052115967628524,21.956533040242526,11.378428116894327,7.349469867411615,Clear
ATL,2024-01-03 02:30:00,32.0544746321982,1.997398664304717,17.634179392771692,7.046013432293794,Clear
LAX,2024-01-03 02:40:00,3.6523494633109923,18.114674500010242,18.838111745208405,4.549070317155978,Snow
DFW,2024-01-03 02:50:00,25.18509108486004,41.31951558002776,14.79126496222536,1.0115598297412127,Fog
ATL,2024-01-03 03:00:00,24.463638974813392,35.0749550732583,1.7323952170938806,2.0814333286205975,Clear
LAX,2024-01-03 03:10:00,21.12450433399437,22.96718277969782,13.383083110697015,5.8109909028043525,Clear
JFK,2024-01-03 03:20:00,33.453753887006016,2.7550767579415547,8.20607443745324,7.076168972599778,Clear
JFK,2024-01-03 03:30:00,7.709990124784198,21.34473639116513,9.414019989821231,4.757034555068163,Fog
ATL,2024-01-03 03:40:00,-4.117720438460922,23.451246985894176,0.9829678069035408,7.576111103755512,Snow
ATL,2024-01-03 03:50:00,20.226898665982734,46.427776644706796,3.8212427869271637,5.696760657989609,Rain
ORD,2024-01-03 04:00:00,22.81894102147428,32.05430517910797,15.810272150672954,1.66758576034881,Rain
LAX,2024-01-03 04:10:00,15.877725805646659,15.582645832732444,9.079176660957195,2.7281462587115395,Fog
ATL,2024-01-03 04:20:00,-0.693194808997168,26.26591322253607,6.033244832622977,8.559984009195485,Clear
ORD,2024-01-03 04:30:00,12.700517375120992,3.3027653911080037,7.680381479299163,7.524214719619955,Clear
ORD,2024-01-03 04:40:00,4.048538145610824,48.62841178248684,17.087990266513604,9.052857883112456,Thunderstorm
ATL,2024-01-03 04:50:00,9.235993767501007,18.0029950965363,14.979980348099138,2.058015242088429,Snow
JFK,2024-01-03 05:00:00,19.034835913009875,23.89336774565679,5.4463079436216555,9.912002811535665,Rain
LAX,2024-01-03 05:10:00,23.534663421087558,17.76419871184613,2.350036804247466,2.884660425549402,Rain
LAX,2024-01-03 05:20:00,0.45011109056044063,34.125586505810006,5.039964432881434,1.1060188865797782,Clear
JFK,2024-01-03 05:30:00,8.239641229112902,33.11160791647965,18.415129021094675,9.976806451481988,Rain
ATL,2024-01-03 05:40:00,2.112270694623314,35.76611552645678,11.631776756995107,3.529664969006018,Rain
LAX,2024-01-03 05:50:00,-1.0615773762158902,13.407161480596042,10.669604174895657,7.012175072613039,Clear
ATL,2024-01-03 06:00:00,25.25242489981273,15.783424058203298,11.92787199384923,2.5901408275867466,Snow
ATL,2024-01-03 06:10:00,30.916371249664657,6.2625615548103974,7.320565314930305,6.222056789792275,Fog
ORD,2024-01-03 06:20:00,6.660448355805954,32.77549859230563,16.142140406390254,9.136314878091033,Clear
JFK,2024-01-03 06:30:00,23.807551596819508,1.9898563667826275,10.465724986004997,3.8816305068559473,Clear
ATL,2024-01-03 06:40:00,30.364788021398496,29.884116776172952,2.334958055375911,7.032285784399233,Clear
DFW,2024-01-03 06:50:00,28.07558947386042,43.48479424258169,2.581302496581259,2.6911322991857487,Rain
JFK,2024-01-03 07:00:00,-1.7733975157348336,44.541607414481675,10.737182930052366,6.623158588468527,Clear
LAX,2024-01-03 07:10:00,33.03313466810126,22.451888018498085,18.731404361416782,4.028053166357592,Rain
ORD,2024-01-03 07:20:00,6.950439819325812,22.965184410653688,6.167042433523974,2.900874327291565,Fog
LAX,2024-01-03 07:30:00,5.2658297528226345,3.848459150400868,17.390823377184365,3.8186384563327165,Clear
LAX,2024-01-03 07:40:00,-7.190590272499885,33.53825127215179,15.281911731577587,2.609569616570194,Thunderstorm
JFK,2024-01-03 07:50:00,11.877814434719735,41.06297101864227,4.956248858138137,9.117244970540945,Thunderstorm
LAX,2024-01-03 08:00:00,-5.094387296158208,12.232752730235653,0.7268149663248491,4.574681976854159,Clear
ATL,2024-01-03 08:10:00,1.1842919417341697,21.065044081668233,2.0369453028476547,3.2075137447693063,Clear
LAX,2024-01-03 08:20:00,4.262417979527662,41.94196683826352,14.569878676948804,5.035670569143396,Thunderstorm
ORD,2024-01-03 08:30:00,26.397184557125783,43.8560233831144,3.993394760812934,3.88482550125846,Thunderstorm
ORD,2024-01-03 08:40:00,29.396989267815343,12.158999013211297,7.425418410107875,7.699773284319933,Clear
DFW,2024-01-03 08:50:00,3.6109842857661363,27.528531727068213,10.033983320128497,9.740979206969449,Clear
ORD,2024-01-03 09:00:00,28.641415456005824,9.624657531791353,14.509363369003257,4.942302910278821,Clear
LAX,2024-01-03 09:10:00,28.575392181640595,5.093938206977827,2.2646244651825076,8.749300599750164,Thunderstorm
ORD,2024-01-03 09:20:00,24.409292767319307,45.55602506959788,8.12732810554923,6.092767662036575,Clear
JFK,2024-01-03 09:30:00,-3.398719869316831,41.02537521160546,9.701458182853909,2.4151209858481013,Rain
ORD,2024-01-03 09:40:00,21.064528110532805,38.00174509015869,10.816541279430794,7.215604678732074,Fog
ATL,2024-01-03 09:50:00,32.526082906125595,2.438315940657021,16.367212827904332,5.620910474132381,Clear
JFK,2024-01-03 10:00:00,20.71432154452207,42.186439635512876,3.433563900864338,6.855458709268931,Rain
DFW,2024-01-03 10:10:00,4.922758209852528,21.902203795269187,16.156629036532447,9.007186713144984,Clear
ATL,2024-01-03 10:20:00,12.526069284387408,17.11975616479298,13.857568553933044,4.963911135904414,Fog
LAX,2024-01-03 10:30:00,19.057626950797413,27.323818051268823,11.117416283979187,9.1105986089562,Clear
LAX,2024-01-03 10:40:00,12.975668392782662,4.567662136177791,13.990557408051439,7.756021128534894,Rain
LAX,2024-01-03 10:50:00,-4.602117622106358,37.83232746761994,8.240354779033128,5.397444332901863,Rain
ATL,2024-01-03 11:00:00,4.042882009340929,29.121753844414794,2.7679517193624914,6.428999220921673,Clear
ATL,2024-01-03 11:10:00,26.107821374913463,9.329504843658377,13.315304805307346,3.930230192671103,Clear
ATL,2024-01-03 11:20:00,28.763812074298286,9.41160998845228,10.493446133712446,9.852375697648968,Clear
JFK,2024-01-03 11:30:00,-3.8214985277993394,9.212432578633711,12.78749601085551,7.006160467453564,Clear
JFK,2024-01-03 11:40:00,32.85740385794261,2.850119377596699,6.759975620569801,1.3946216724696692,Fog
LAX,2024-01-03 11:50:00,4.797017803187419,29.38992246858424,18.137331546796716,3.939597151732079,Fog
ORD,2024-01-03 12:00:00,19.8041182428824,42.0174088794254,11.74739737151154,6.609829903831518,Clear
LAX,2024-01-03 12:10:00,23.83213156805065,0.87491069936943,1.7080496858174765,1.5069995001931582,Rain
DFW,2024-01-03 12:20:00,26.537580558704754,2.4502322485636774,8.996079814088574,1.214957721872285,Rain
JFK,2024-01-03 12:30:00,32.55873660016685,28.63851383434729,15.127121094872686,5.0502181557502235,Fog
ATL,2024-01-03 12:40:00,4.081379661297017,40.97478426930262,15.882691234645447,3.99421161723403,Clear
JFK,2024-01-03 12:50:00,28.632790454819954,16.33694452843168,9.891941055275176,4.944687472298493,Clear
ATL,2024-01-03 13:00:00,-4.074089345370683,17.48071994038611,17.89495141662602,3.3642397889200466,Clear
DFW,2024-01-03 13:10:00,21.726840785911673,29.817324874838796,5.353368743885952,2.482459722486828,Rain
DFW,2024-01-03 13:20:00,23.388997828129362,13.71064445620735,8.211973944765331,7.202290212823039,Clear
JFK,2024-01-03 13:30:00,20.49754585405942,1.3304183038842066,17.971938211379403,5.631140046410205,Clear
ATL,2024-01-03 13:40:00,1.3541631260818843,36.761425905079804,17.92513432943158,2.8013879012443015,Clear
DFW,2024-01-03 13:50:00,29.28694161568415,31.282495647072654,13.714255376493618,3.876304836339985,Snow
LAX,2024-01-03 14:00:00,-2.4013691483322246,29.037799952782954,17.179610942444402,6.326271168969933,Clear
LAX,2024-01-03 14:10:00,-7.586434381562612,37.08420644959116,1.7754653391246533,1.6500641344523006,Clear
ATL,2024-01-03 14:20:00,22.28592457753605,33.76154187810187,17.299899524155528,2.327077083395616,Clear
JFK,2024-01-03 14:30:00,11.396407185473016,10.294099408916058,6.412398131004535,1.659210436966511,Clear
DFW,2024-01-03 14:40:00,28.209410898140426,17.624052347167556,3.5666302485643264,8.310855994427069,Rain
JFK,2024-01-03 14:50:00,7.252871347621653,6.30550708393125,4.787396726840926,7.771683098908083,Clear
LAX,2024-01-03 15:00:00,-2.4274635171529226,6.492850670894051,8.359370160277741,7.779816386913314,Clear
DFW,2024-01-03 15:10:00,27.639898661144137,33.80978731782696,5.023840092089344,7.446928091284253,Rain
JFK,2024-01-03 15:20:00,14.700933423803225,42.93000534912491,6.41135172032998,7.024468813028823,Clear
ORD,2024-01-03 15:30:00,-1.486189342434031,48.136629193056955,2.699569721432842,5.292927238403575,Clear
ATL,2024-01-03 15:40:00,22.41727993639006,31.417355877472218,5.92353531117997,6.780503471564034,Fog
ATL,2024-01-03 15:50:00,13.000113732027526,9.205066168047848,11.445676290840023,1.345253993091772,Clear
ORD,2024-01-03 16:00:00,17.19408420081439,5.282517272446535,8.83707416182128,6.593179803911061,Clear
LAX,2024-01-03 16:10:00,10.740425219296185,40.64254857683789,6.934375224718224,8.000899349831894,Clear
DFW,2024-01-03 16:20:00,27.29190427181029,28.937823817999963,14.92904257714228,5.503225243459512,Clear
ATL,2024-01-03 16:30:00,27.330322205737247,30.91425105068599,17.870199427866357,4.217619955845132,Rain
ORD,2024-01-03 16:40:00,21.922496982097382,39.07310443773546,15.13578445804794,3.4968406132088123,Rain
ORD,2024-01-03 16:50:00,-5.2569380171591975,35.16386138662258,6.640014042353584,6.785218451458742,Snow
LAX,2024-01-03 17:00:00,27.7484237856831,41.72291264280483,14.888843356751075,7.235210787669178,Clear
LAX,2024-01-03 17:10:00,20.195584123980943,2.810695272993924,3.039603649481024,8.838708398762883,Clear
JFK,2024-01-03 17:20:00,21.366087470193477,37.37603183732524,2.6063597618258183,4.081006742148917,Fog
ATL,2024-01-03 17:30:00,6.334227818174224,42.54263786610477,6.912540740723179,7.9279507664702695,Thunderstorm
JFK,2024-01-03 17:40:00,29.567580027065304,14.306752122915716,16.15404738088114,6.052202417704041,Clear
ORD,2024-01-03 17:50:00,22.641722010568586,32.02236369966264,4.926964944846038,8.94552841610271,Clear
DFW,2024-01-03 18:00:00,-4.933429006186249,15.708103191848604,1.2650681779735917,5.750308974660586,Clear
DFW,2024-01-03 18:10:00,8.350011548277319,47.8985533241227,2.6341907041271018,5.658668455581705,Clear
LAX,2024-01-03 18:20:00,29.88711628820638,1.6711786217751878,17.174899370591604,6.200893732968182,Clear
DFW,2024-01-03 18:30:00,-7.876148423617945,28.989642191647754,12.675665694945753,7.74383819628191,Clear
DFW,2024-01-03 18:40:00,33.26374788389223,8.325177352475755,5.064023267399533,9.682214309456148,Snow
DFW,2024-01-03 18:50:00,20.562315574380325,35.61101025885793,11.105916506563627,1.6620701879418909,Rain
ORD,2024-01-03 19:00:00,18.411918993951947,8.794514170933104,10.551592448507009,1.4809114215191546,Clear
DFW,2024-01-03 19:10:00,2.1751665419596122,11.769163094917879,13.108719568813225,9.437953036666046,Clear
DFW,2024-01-03 19:20:00,1.1956304932629678,24.718540552287905,4.663751088432326,5.768880629663855,Fog
DFW,2024-01-03 19:30:00,32.3926198769868,45.7417474998439,17.288059743887953,6.534127131102425,Clear
JFK,2024-01-03 19:40:00,3.422260440535524,10.585718607398542,6.187371241600257,5.341812414352559,Rain
ORD,2024-01-03 19:50:00,24.89773835235497,7.212001055905176,13.882633079524737,1.8429170734672704,Clear
LAX,2024-01-03 20:00:00,7.6904809193185635,37.948841592701534,0.3224929274442978,7.912804405767999,Rain
JFK,2024-01-03 20:10:00,-3.733566814688321,25.03097661669655,7.453142597882945,7.725021805797282,Clear
ATL,2024-01-03 20:20:00,-9.517811603708846,45.58925561908857,7.034196359176166,3.805329893435308,Clear
ORD,2024-01-03 20:30:00,14.491580165686287,7.330727857992114,10.86968857166029,3.7561532070556036,Clear
ORD,2024-01-03 20:40:00,33.91004683470197,32.296394651151964,1.45472523554393,8.540572428149666,Clear
ATL,2024-01-03 20:50:00,6.6111287214142,11.643957307590751,15.802627474522167,1.6512153196719397,Clear
ATL,2024-01-03 21:00:00,6.073655029687018,7.838021432581965,4.355616035351371,8.929946335209092,Rain
ATL,2024-01-03 21:10:00,5.484122803224894,34.171470757863524,13.540756297640204,3.30995520906323,Clear
LAX,2024-01-03 21:20:00,13.42447267871863,29.68423099543666,16.064242464881865,6.336862729799446,Clear
DFW,2024-01-03 21:30:00,9.829919754093211,37.74137291811656,11.237539124830263,9.423947611015999,Rain
ORD,2024-01-03 21:40:00,29.59615820271565,15.473128822309118,14.81766413443971,7.103102513829818,Rain
DFW,2024-01-03 21:50:00,12.748435627557065,22.398582819109496,13.237206244300111,4.72986831220333,Thunderstorm
DFW,2024-01-03 22:00:00,12.849102718485597,20.273583816520922,7.110595943040153,7.205807880148736,Rain
ATL,2024-01-03 22:10:00,-3.773278237574953,49.20447319832571,16.177170780671307,4.095816726847332,Clear
LAX,2024-01-03 22:20:00,34.223279340967366,14.612447836969395,5.894027397710559,3.495325747142675,Rain
JFK,2024-01-03 22:30:00,1.2487800890973357,14.740861917338343,11.424258355030343,9.970149501412116,Thunderstorm
LAX,2024-01-03 22:40:00,-6.69861696431788,17.72741044143037,14.90795478283079,7.757112080618089,Fog
DFW,2024-01-03 22:50:00,19.841581203884395,28.229704064516074,7.5791181962501515,6.802479796436359,Clear
LAX,2024-01-03 23:00:00,16.79148665705927,12.616137213187262,6.055352152348501,4.197606788973869,Clear
ATL,2024-01-03 23:10:00,8.681554429673557,45.764497018963695,9.186920203456454,1.4424474623954335,Clear
JFK,2024-01-03 23:20:00,8.998650524630513,13.284278243313175,16.35926988698307,1.2795118843164004,Rain
ATL,2024-01-03 23:30:00,25.327876447089402,44.79078657800974,18.598435262913295,5.987631299039189,Snow
JFK,2024-01-03 23:40:00,-1.1929311955157917,5.173753182329232,10.901668257197803,7.85829448935146,Rain
DFW,2024-01-03 23:50:00,26.911399352520036,32.82813511998262,13.229324106473037,5.8364127139946955,Clear
JFK,2024-01-04 00:00:00,19.193620125275817,45.34927592191219,18.065472444778283,8.567065647452031,Snow
JFK,2024-01-04 00:10:00,8.853639820078598,8.437471919911477,1.9709370282588479,1.3008387978389946,Fog
JFK,2024-01-04 00:20:00,10.611287746274087,48.41634800496275,4.641571557323301,4.300768687833461,Clear
LAX,2024-01-04 00:30:00,1.5491243233743113,22.644168020775584,14.178000125031648,3.1336335205676025,Rain
LAX,2024-01-04 00:40:00,23.845144971363865,47.285755422051224,16.474889238245993,5.025456713414099,Clear
DFW,2024-01-04 00:50:00,13.079363403737048,33.84100218150235,17.140580566611558,1.6513875387471022,Fog
JFK,2024-01-04 01:00:00,4.438454423742963,15.079343493677577,8.302143537098651,9.587184774139653,Fog
ORD,2024-01-04 01:10:00,16.822255209242762,9.41512624585532,1.7867980458373367,3.009298609624248,Rain
DFW,2024-01-04 01:20:00,34.808050342309535,15.18675231125497,8.755629545992399,9.300769979352262,Rain
JFK,2024-01-04 01:30:00,9.586802584544923,4.650870463133749,4.614691804141076,4.833038395330136,Fog
JFK,2024-01-04 01:40:00,31.431113035037882,7.193398317166489,5.823929099932483,9.869717199296963,Clear
LAX,2024-01-04 01:50:00,5.525757796605475,5.233022017324057,15.445351136750116,5.986525451141897,Clear
DFW,2024-01-04 02:00:00,-7.537028188375635,21.147177187077887,1.5105417205177374,9.377495777582267,Snow
JFK,2024-01-04 02:10:00,-0.8091052134207004,39.77891881287932,16.55162434961404,1.0481408982480056,Clear
JFK,2024-01-04 02:20:00,8.84128144974579,7.0691777108170095,8.553381716483381,7.734149255628101,Clear
DFW,2024-01-04 02:30:00,-0.11642821324439367,6.516021658616794,11.9212786220119,9.127455877922639,Fog
ORD,2024-01-04 02:40:00,-9.9897832801785,32.171447475866536,1.79304462471358,2.2574851028105867,Snow
DFW,2024-01-04 02:50:00,31.175069198638724,9.859149098403314,6.747181567145592,1.8651326655893634,Clear
DFW,2024-01-04 03:00:00,27.974573505391803,4.88050190544958,1.7940183802969156,4.8211534646736,Clear
ORD,2024-01-04 03:10:00,23.403150416912624,8.342428910278882,19.230874457622193,9.403110155196416,Clear
DFW,2024-01-04 03:20:00,-2.448343195928712,46.18656979383881,16.14523298652501,5.881479041713948,Clear
JFK,2024-01-04 03:30:00,-4.583639070550627,41.07356263880954,9.192655087129204,5.747108173495589,Clear
DFW,2024-01-04 03:40:00,-6.957786273742759,17.703228117754705,4.472050966473422,2.2701350646938967,Snow
ORD,2024-01-04 03:50:00,22.581313494781455,32.79103836636964,18.669102104997044,1.007105599838969,Clear
ATL,2024-01-04 04:00:00,31.796358230954837,26.863783683401905,6.891931914539436,8.291260816709151,Clear
DFW,2024-01-04 04:10:00,9.374111941086664,33.8562131741282,3.219688633747495,1.788171066876144,Clear
LAX,2024-01-04 04:20:00,-4.638669760177833,34.13355762313797,11.263287769079097,6.7046483686179155,Thunderstorm
JFK,2024-01-04 04:30:00,13.057676932944794,31.43670075299965,18.87548240689632,9.231548090636723,Clear
JFK,2024-01-04 04:40:00,5.697435835638355,13.305068426865429,0.0766058100064515,2.8778672184258793,Clear
LAX,2024-01-04 04:50:00,6.867121595749897,1.9503210381409064,4.762496865079974,6.987455526132197,Clear
LAX,2024-01-04 05:00:00,17.959878087006828,22.77833909950544,18.76895280820815,1.7082871903675851,Rain
DFW,2024-01-04 05:10:00,22.342315096799105,44.54869423453519,3.421719337143241,6.433796294538517,Rain
LAX,2024-01-04 05:20:00,-5.022838050707762,28.474862925928797,2.264869032796397,2.4753854885788247,Clear
ATL,2024-01-04 05:30:00,-8.398439613708563,41.61955208509539,11.40374431599609,7.623582044636602,Clear
ORD,2024-01-04 05:40:00,34.74486362085717,49.581217148061405,17.236876465896596,3.7110816531451736,Clear
LAX,2024-01-04 05:50:00,0.4727757011998328,8.180810206913813,9.542196353878523,5.170519079241816,Rain
LAX,2024-01-04 06:00:00,-7.577626379119342,34.58888195709912,19.891285133690495,6.394874878248595,Rain
ATL,2024-01-04 06:10:00,-1.4556101906836005,33.71467868500123,13.583433990759858,2.541460695996156,Clear
JFK,2024-01-04 06:20:00,-8.24689691431911,48.997772367913925,1.4814981442089548,7.674740367558588,Clear
JFK,2024-01-04 06:30:00,7.631490257772725,49.280036697640014,19.856642633639506,3.723763065731331,Clear
DFW,2024-01-04 06:40:00,26.108080300309595,34.33393058620647,8.157884735603808,6.961346739214782,Clear
ATL,2024-01-04 06:50:00,5.356000239097428,12.180739599109714,5.748050676909651,2.4245474562943627,Rain
ORD,2024-01-04 07:00:00,9.988253309526495,39.927791906529954,11.157583671557711,7.193058932857152,Clear
ORD,2024-01-04 07:10:00,20.401404810534746,5.351456710551905,6.086151836417287,2.1536926552941558,Clear
ATL,2024-01-04 07:20:00,12.900233153144608,39.03496520858143,1.7291501424030464,4.828208466429853,Clear
ORD,2024-01-04 07:30:00,28.765055870959593,45.509806207234824,0.028566861583534386,3.224854663649891,Thunderstorm
JFK,2024-01-04 07:40:00,28.971605377059042,19.14166973842176,8.991667058405246,7.735377244853643,Fog
ORD,2024-01-04 07:50:00,-9.554018702898086,31.53176474915402,16.737268444531846,3.358315040561871,Clear
ORD,2024-01-04 08:00:00,25.01208379174396,21.507136604841314,11.44630371260153,8.935455757558566,Clear
ATL,2024-01-04 08:10:00,10.733012010875324,21.888252749406423,19.984145978868817,9.026381902659516,Clear
ATL,2024-01-04 08:20:00,34.497824358664836,15.518544455406003,5.736932912943999,2.7679718370050725,Clear
ORD,2024-01-04 08:30:00,11.745443414394583,38.10648102251623,5.609101295201107,6.524613505069518,Clear
LAX,2024-01-04 08:40:00,34.410317542473386,46.80882820832526,3.194989204678884,1.789458775479679,Rain
ATL,2024-01-04 08:50:00,23.955621254258148,47.037542961723055,3.2812717653067036,4.523833896414663,Rain
DFW,2024-01-04 09:00:00,1.187219807598785,8.739064243746691,5.703731920200957,7.4198955655114505,Fog
DFW,2024-01-04 09:10:00,14.227774067913096,43.7371824828283,15.856800905470543,6.934809221649246,Clear
JFK,2024-01-04 09:20:00,34.64610377653622,36.871572071356105,18.11513581272896,6.622306024659472,Fog
ORD,2024-01-04 09:30:00,28.58887734883657,12.641870034514463,19.501743394153625,3.5428677729619924,Snow
LAX,2024-01-04 09:40:00,-5.61848977939505,3.3642306460757276,4.645793081929053,4.402224544909618,Clear
JFK,2024-01-04 09:50:00,21.786739856449824,13.399863344218899,17.625950912281834,1.9265153023025756,Clear
ORD,2024-01-04 10:00:00,5.551081364186587,45.61041183907628,6.565101785546741,7.471205383902409,Clear
ATL,2024-01-04 10:10:00,-9.685798215384334,31.658933744788616,2.2568108903376882,5.534999171121462,Clear
DFW,2024-01-04 10:20:00,8.156643606214981,36.05273304489359,17.400498510403313,7.378890691110891,Clear
LAX,2024-01-04 10:30:00,0.5639489776237081,12.857617555454793,12.722112692872372,3.240491723171855,Rain
DFW,2024-01-04 10:40:00,26.84911717342122,35.969407778741015,3.2946179216212346,3.919944057715596,Clear
ATL,2024-01-04 10:50:00,5.179877398059446,1.406075313896188,8.596625150260051,4.007938035341032,Thunderstorm
ORD,2024-01-04 11:00:00,27.238566227921766,18.76606728865069,5.745153897541353,1.231681687724946,Clear
ATL,2024-01-04 11:10:00,-9.97309275243421,31.33766742711656,14.73589137420394,4.069430855475612,Thunderstorm
ATL,2024-01-04 11:20:00,3.8518617511753614,7.304828277066012,9.06832461248536,8.229741161662302,Clear
DFW,2024-01-04 11:30:00,0.8524346438492874,41.15017872234674,19.7855989021277,9.075686461747647,Snow
LAX,2024-01-04 11:40:00,0.510531248087494,11.751564940595932,1.0948996451919024,5.663964840723347,Clear
ATL,2024-01-04 11:50:00,-6.931602110554179,32.61405564092231,7.1003053227249335,5.099515256972982,Clear
DFW,2024-01-04 12:00:00,-1.5794078315274227,20.259857128766484,9.638003342199548,1.2774215682943324,Fog
LAX,2024-01-04 12:10:00,14.999730644852896,29.802179773882358,10.062671094966396,8.912839038268444,Clear
ORD,2024-01-04 12:20:00,3.111248277698502,5.372527631445406,6.3187164477127356,1.1170919208328545,Rain
ORD,2024-01-04 12:30:00,8.782765204811657,0.8456399960803662,14.584804981951361,9.502750721891907,Rain
JFK,2024-01-04 12:40:00,6.959009615623483,45.47822136901506,17.494941469779494,5.402946238192816,Clear
DFW,2024-01-04 12:50:00,29.415721624995257,13.48150043835914,18.77438603955726,4.077410442172539,Clear
LAX,2024-01-04 13:00:00,30.738454955473195,40.983850139022955,16.101867535990525,9.31796591358394,Snow
ATL,2024-01-04 13:10:00,12.183063724513701,49.96751502361001,17.011603946131988,1.2195189379908706,Clear
ORD,2024-01-04 13:20:00,4.857017764202197,10.571562899945558,11.01090601239991,6.232824053821784,Rain
LAX,2024-01-04 13:30:00,-5.193968319893637,13.25853705916778,16.51776452853629,5.940392720494039,Fog
