FlightNumber,DepartureTime,ArrivalTime,ScheduledDepartureTime,ScheduledArrivalTime,DelayStatus,DepartureAirport,ArrivalAirport,Temperature,WindSpeed,Precipitation,Visibility,WeatherCondition,DelayInMinutes,IsDelayed
4242,2024-01-02 03:10:00,2024-01-02 05:10:00,2024-01-02 03:00:00,2024-01-02 05:00:00,On-Time,DFW,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5636,2024-01-02 03:20:00,2024-01-02 05:20:00,2024-01-02 03:10:00,2024-01-02 05:10:00,Delayed,JFK,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
2059,2024-01-02 03:30:00,2024-01-02 05:30:00,2024-01-02 03:20:00,2024-01-02 05:20:00,On-Time,ORD,ATL,0.109582893879498,6.6889072496984,14.456784078004246,2.2078218369371525,Rain,10.0,0
7668,2024-01-02 03:40:00,2024-01-02 05:40:00,2024-01-02 03:30:00,2024-01-02 05:30:00,Delayed,DFW,JFK,7.969966108965014,47.66535837911863,0.6497319338032992,6.802810539310836,Clear,10.0,1
4157,2024-01-02 03:50:00,2024-01-02 05:50:00,2024-01-02 03:40:00,2024-01-02 05:40:00,On-Time,ORD,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6915,2024-01-02 04:00:00,2024-01-02 06:00:00,2024-01-02 03:50:00,2024-01-02 05:50:00,On-Time,DFW,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
3693,2024-01-02 04:10:00,2024-01-02 06:10:00,2024-01-02 04:00:00,2024-01-02 06:00:00,On-Time,ORD,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
4627,2024-01-02 04:20:00,2024-01-02 06:20:00,2024-01-02 04:10:00,2024-01-02 06:10:00,Delayed,LAX,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
6450,2024-01-02 04:30:00,2024-01-02 06:30:00,2024-01-02 04:20:00,2024-01-02 06:20:00,Delayed,ORD,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
2663,2024-01-02 04:40:00,2024-01-02 06:40:00,2024-01-02 04:30:00,2024-01-02 06:30:00,Delayed,LAX,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
6592,2024-01-02 04:50:00,2024-01-02 06:50:00,2024-01-02 04:40:00,2024-01-02 06:40:00,On-Time,ORD,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8392,2024-01-02 05:00:00,2024-01-02 07:00:00,2024-01-02 04:50:00,2024-01-02 06:50:00,On-Time,DFW,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
2306,2024-01-02 05:10:00,2024-01-02 07:10:00,2024-01-02 05:00:00,2024-01-02 07:00:00,Delayed,DFW,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
7776,2024-01-02 05:20:00,2024-01-02 07:20:00,2024-01-02 05:10:00,2024-01-02 07:10:00,On-Time,DFW,ORD,26.187450424274783,20.55721682399935,6.40597484993485,6.436044979655501,Clear,10.0,0
6864,2024-01-02 05:30:00,2024-01-02 07:30:00,2024-01-02 05:20:00,2024-01-02 07:20:00,On-Time,ATL,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8526,2024-01-02 05:40:00,2024-01-02 07:40:00,2024-01-02 05:30:00,2024-01-02 07:30:00,On-Time,JFK,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
9901,2024-01-02 05:50:00,2024-01-02 07:50:00,2024-01-02 05:40:00,2024-01-02 07:40:00,Delayed,DFW,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
6575,2024-01-02 06:00:00,2024-01-02 08:00:00,2024-01-02 05:50:00,2024-01-02 07:50:00,Delayed,LAX,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
6530,2024-01-02 06:10:00,2024-01-02 08:10:00,2024-01-02 06:00:00,2024-01-02 08:00:00,On-Time,DFW,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5413,2024-01-02 06:20:00,2024-01-02 08:20:00,2024-01-02 06:10:00,2024-01-02 08:10:00,Delayed,ATL,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
4748,2024-01-02 06:30:00,2024-01-02 08:30:00,2024-01-02 06:20:00,2024-01-02 08:20:00,Delayed,LAX,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
1663,2024-01-02 06:40:00,2024-01-02 08:40:00,2024-01-02 06:30:00,2024-01-02 08:30:00,On-Time,ATL,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
2998,2024-01-02 06:50:00,2024-01-02 08:50:00,2024-01-02 06:40:00,2024-01-02 08:40:00,On-Time,LAX,LAX,34.843683895937865,3.4018657045834844,18.975809953838365,9.224330703624496,Clear,10.0,0
8994,2024-01-02 07:00:00,2024-01-02 09:00:00,2024-01-02 06:50:00,2024-01-02 08:50:00,Delayed,ORD,LAX,-3.915220882921538,15.84520688603124,5.360943747572755,4.314659208901386,Fog,10.0,1
2495,2024-01-02 07:10:00,2024-01-02 09:10:00,2024-01-02 07:00:00,2024-01-02 09:00:00,On-Time,JFK,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
4304,2024-01-02 07:20:00,2024-01-02 09:20:00,2024-01-02 07:10:00,2024-01-02 09:10:00,On-Time,JFK,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
4763,2024-01-02 07:30:00,2024-01-02 09:30:00,2024-01-02 07:20:00,2024-01-02 09:20:00,On-Time,ATL,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6232,2024-01-02 07:40:00,2024-01-02 09:40:00,2024-01-02 07:30:00,2024-01-02 09:30:00,Delayed,JFK,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
2853,2024-01-02 07:50:00,2024-01-02 09:50:00,2024-01-02 07:40:00,2024-01-02 09:40:00,Delayed,ATL,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
7585,2024-01-02 08:00:00,2024-01-02 10:00:00,2024-01-02 07:50:00,2024-01-02 09:50:00,Delayed,ATL,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
2291,2024-01-02 08:10:00,2024-01-02 10:10:00,2024-01-02 08:00:00,2024-01-02 10:00:00,On-Time,ATL,ATL,30.816888218675984,34.361717173034144,13.158998224091846,8.361137591491955,Clear,10.0,0
4581,2024-01-02 08:20:00,2024-01-02 10:20:00,2024-01-02 08:10:00,2024-01-02 10:10:00,Delayed,JFK,JFK,34.6189749122324,15.641709876211,16.477927632493284,1.3452747522013102,Clear,10.0,1
8554,2024-01-02 08:30:00,2024-01-02 10:30:00,2024-01-02 08:20:00,2024-01-02 10:20:00,Delayed,ATL,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
8280,2024-01-02 08:40:00,2024-01-02 10:40:00,2024-01-02 08:30:00,2024-01-02 10:30:00,On-Time,JFK,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
2636,2024-01-02 08:50:00,2024-01-02 10:50:00,2024-01-02 08:40:00,2024-01-02 10:40:00,Delayed,ATL,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
4696,2024-01-02 09:00:00,2024-01-02 11:00:00,2024-01-02 08:50:00,2024-01-02 10:50:00,On-Time,DFW,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
1698,2024-01-02 09:10:00,2024-01-02 11:10:00,2024-01-02 09:00:00,2024-01-02 11:00:00,On-Time,ATL,ORD,8.82752900202501,16.468963465103787,10.34263784021276,7.00673977480448,Clear,10.0,0
5737,2024-01-02 09:20:00,2024-01-02 11:20:00,2024-01-02 09:10:00,2024-01-02 11:10:00,On-Time,LAX,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
1854,2024-01-02 09:30:00,2024-01-02 11:30:00,2024-01-02 09:20:00,2024-01-02 11:20:00,On-Time,ATL,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
9164,2024-01-02 09:40:00,2024-01-02 11:40:00,2024-01-02 09:30:00,2024-01-02 11:30:00,On-Time,ORD,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6855,2024-01-02 09:50:00,2024-01-02 11:50:00,2024-01-02 09:40:00,2024-01-02 11:40:00,On-Time,ATL,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8392,2024-01-02 10:00:00,2024-01-02 12:00:00,2024-01-02 09:50:00,2024-01-02 11:50:00,On-Time,LAX,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7528,2024-01-02 10:10:00,2024-01-02 12:10:00,2024-01-02 10:00:00,2024-01-02 12:00:00,Delayed,LAX,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
6249,2024-01-02 10:20:00,2024-01-02 12:20:00,2024-01-02 10:10:00,2024-01-02 12:10:00,On-Time,JFK,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6172,2024-01-02 10:30:00,2024-01-02 12:30:00,2024-01-02 10:20:00,2024-01-02 12:20:00,On-Time,DFW,LAX,-0.5451763189441685,34.64601146123943,3.896809833107282,4.6328202504413,Snow,10.0,0
2707,2024-01-02 10:40:00,2024-01-02 12:40:00,2024-01-02 10:30:00,2024-01-02 12:30:00,On-Time,ATL,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6791,2024-01-02 10:50:00,2024-01-02 12:50:00,2024-01-02 10:40:00,2024-01-02 12:40:00,Delayed,JFK,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
6535,2024-01-02 11:00:00,2024-01-02 13:00:00,2024-01-02 10:50:00,2024-01-02 12:50:00,On-Time,DFW,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5931,2024-01-02 11:10:00,2024-01-02 13:10:00,2024-01-02 11:00:00,2024-01-02 13:00:00,On-Time,ATL,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
4510,2024-01-02 11:20:00,2024-01-02 13:20:00,2024-01-02 11:10:00,2024-01-02 13:10:00,Delayed,ORD,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
1202,2024-01-02 11:30:00,2024-01-02 13:30:00,2024-01-02 11:20:00,2024-01-02 13:20:00,On-Time,ATL,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5218,2024-01-02 11:40:00,2024-01-02 13:40:00,2024-01-02 11:30:00,2024-01-02 13:30:00,On-Time,LAX,ORD,21.272890370437143,37.58990817934665,5.978523001966664,4.575621636513152,Clear,10.0,0
9958,2024-01-02 11:50:00,2024-01-02 13:50:00,2024-01-02 11:40:00,2024-01-02 13:40:00,On-Time,LAX,LAX,15.5325924870233,28.413430813438417,8.216327911348555,4.031629313024374,Clear,10.0,0
5389,2024-01-02 12:00:00,2024-01-02 14:00:00,2024-01-02 11:50:00,2024-01-02 13:50:00,Delayed,ORD,LAX,25.83096242553742,13.73329348939527,4.353995977144649,6.125341493229326,Thunderstorm,10.0,1
3327,2024-01-02 12:10:00,2024-01-02 14:10:00,2024-01-02 12:00:00,2024-01-02 14:00:00,On-Time,JFK,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
9004,2024-01-02 12:20:00,2024-01-02 14:20:00,2024-01-02 12:10:00,2024-01-02 14:10:00,Delayed,DFW,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
3931,2024-01-02 12:30:00,2024-01-02 14:30:00,2024-01-02 12:20:00,2024-01-02 14:20:00,On-Time,ATL,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8777,2024-01-02 12:40:00,2024-01-02 14:40:00,2024-01-02 12:30:00,2024-01-02 14:30:00,Delayed,LAX,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
1197,2024-01-02 12:50:00,2024-01-02 14:50:00,2024-01-02 12:40:00,2024-01-02 14:40:00,Delayed,JFK,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
8125,2024-01-02 13:00:00,2024-01-02 15:00:00,2024-01-02 12:50:00,2024-01-02 14:50:00,Delayed,ORD,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
2930,2024-01-02 13:10:00,2024-01-02 15:10:00,2024-01-02 13:00:00,2024-01-02 15:00:00,On-Time,LAX,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7287,2024-01-02 13:20:00,2024-01-02 15:20:00,2024-01-02 13:10:00,2024-01-02 15:10:00,Delayed,ORD,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
9800,2024-01-02 13:30:00,2024-01-02 15:30:00,2024-01-02 13:20:00,2024-01-02 15:20:00,On-Time,ATL,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5282,2024-01-02 13:40:00,2024-01-02 15:40:00,2024-01-02 13:30:00,2024-01-02 15:30:00,On-Time,DFW,ORD,-9.709103899463026,24.600086471604136,0.1993846946903699,2.168046691503501,Thunderstorm,10.0,0
3511,2024-01-02 13:50:00,2024-01-02 15:50:00,2024-01-02 13:40:00,2024-01-02 15:40:00,On-Time,LAX,DFW,12.330764985536629,15.511764187235238,1.6953230885266637,6.011365242504768,Clear,10.0,0
1659,2024-01-02 14:00:00,2024-01-02 16:00:00,2024-01-02 13:50:00,2024-01-02 15:50:00,Delayed,LAX,LAX,2.8531694853009384,9.088179888059711,16.1525173912595,9.517407880225338,Snow,10.0,1
3811,2024-01-02 14:10:00,2024-01-02 16:10:00,2024-01-02 14:00:00,2024-01-02 16:00:00,Delayed,ATL,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
8098,2024-01-02 14:20:00,2024-01-02 16:20:00,2024-01-02 14:10:00,2024-01-02 16:10:00,Delayed,JFK,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
7546,2024-01-02 14:30:00,2024-01-02 16:30:00,2024-01-02 14:20:00,2024-01-02 16:20:00,On-Time,DFW,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
2986,2024-01-02 14:40:00,2024-01-02 16:40:00,2024-01-02 14:30:00,2024-01-02 16:30:00,On-Time,LAX,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
9338,2024-01-02 14:50:00,2024-01-02 16:50:00,2024-01-02 14:40:00,2024-01-02 16:40:00,Delayed,DFW,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
3911,2024-01-02 15:00:00,2024-01-02 17:00:00,2024-01-02 14:50:00,2024-01-02 16:50:00,On-Time,LAX,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
2734,2024-01-02 15:10:00,2024-01-02 17:10:00,2024-01-02 15:00:00,2024-01-02 17:00:00,On-Time,DFW,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
2843,2024-01-02 15:20:00,2024-01-02 17:20:00,2024-01-02 15:10:00,2024-01-02 17:10:00,On-Time,ORD,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
9680,2024-01-02 15:30:00,2024-01-02 17:30:00,2024-01-02 15:20:00,2024-01-02 17:20:00,On-Time,LAX,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
3976,2024-01-02 15:40:00,2024-01-02 17:40:00,2024-01-02 15:30:00,2024-01-02 17:30:00,On-Time,DFW,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
2959,2024-01-02 15:50:00,2024-01-02 17:50:00,2024-01-02 15:40:00,2024-01-02 17:40:00,On-Time,JFK,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6759,2024-01-02 16:00:00,2024-01-02 18:00:00,2024-01-02 15:50:00,2024-01-02 17:50:00,On-Time,ORD,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7694,2024-01-02 16:10:00,2024-01-02 18:10:00,2024-01-02 16:00:00,2024-01-02 18:00:00,On-Time,ORD,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
3385,2024-01-02 16:20:00,2024-01-02 18:20:00,2024-01-02 16:10:00,2024-01-02 18:10:00,Delayed,JFK,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
5736,2024-01-02 16:30:00,2024-01-02 18:30:00,2024-01-02 16:20:00,2024-01-02 18:20:00,On-Time,DFW,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
2802,2024-01-02 16:40:00,2024-01-02 18:40:00,2024-01-02 16:30:00,2024-01-02 18:30:00,On-Time,ATL,ATL,15.97026870745579,28.867670060983382,4.235962997630054,5.552283003330968,Clear,10.0,0
9155,2024-01-02 16:50:00,2024-01-02 18:50:00,2024-01-02 16:40:00,2024-01-02 18:40:00,On-Time,JFK,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
9120,2024-01-02 17:00:00,2024-01-02 19:00:00,2024-01-02 16:50:00,2024-01-02 18:50:00,On-Time,DFW,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7616,2024-01-02 17:10:00,2024-01-02 19:10:00,2024-01-02 17:00:00,2024-01-02 19:00:00,Delayed,JFK,ATL,26.45724904818661,26.43536599420263,1.333196596466122,4.193611510875924,Rain,10.0,1
6534,2024-01-02 17:20:00,2024-01-02 19:20:00,2024-01-02 17:10:00,2024-01-02 19:10:00,Delayed,JFK,LAX,9.33530135098166,1.7188429175862607,19.971216131712573,6.514159102071464,Clear,10.0,1
5061,2024-01-02 17:30:00,2024-01-02 19:30:00,2024-01-02 17:20:00,2024-01-02 19:20:00,On-Time,LAX,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
1262,2024-01-02 17:40:00,2024-01-02 19:40:00,2024-01-02 17:30:00,2024-01-02 19:30:00,On-Time,DFW,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7287,2024-01-02 17:50:00,2024-01-02 19:50:00,2024-01-02 17:40:00,2024-01-02 19:40:00,Delayed,ATL,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
9815,2024-01-02 18:00:00,2024-01-02 20:00:00,2024-01-02 17:50:00,2024-01-02 19:50:00,Delayed,LAX,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
3049,2024-01-02 18:10:00,2024-01-02 20:10:00,2024-01-02 18:00:00,2024-01-02 20:00:00,On-Time,JFK,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6423,2024-01-02 18:20:00,2024-01-02 20:20:00,2024-01-02 18:10:00,2024-01-02 20:10:00,On-Time,JFK,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5548,2024-01-02 18:30:00,2024-01-02 20:30:00,2024-01-02 18:20:00,2024-01-02 20:20:00,On-Time,JFK,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
4108,2024-01-02 18:40:00,2024-01-02 20:40:00,2024-01-02 18:30:00,2024-01-02 20:30:00,Delayed,DFW,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
8158,2024-01-02 18:50:00,2024-01-02 20:50:00,2024-01-02 18:40:00,2024-01-02 20:40:00,On-Time,DFW,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8400,2024-01-02 19:00:00,2024-01-02 21:00:00,2024-01-02 18:50:00,2024-01-02 20:50:00,Delayed,LAX,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
4170,2024-01-02 19:10:00,2024-01-02 21:10:00,2024-01-02 19:00:00,2024-01-02 21:00:00,On-Time,ATL,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
3255,2024-01-02 19:20:00,2024-01-02 21:20:00,2024-01-02 19:10:00,2024-01-02 21:10:00,On-Time,LAX,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
2154,2024-01-02 19:30:00,2024-01-02 21:30:00,2024-01-02 19:20:00,2024-01-02 21:20:00,On-Time,ORD,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5499,2024-01-02 19:40:00,2024-01-02 21:40:00,2024-01-02 19:30:00,2024-01-02 21:30:00,On-Time,JFK,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7295,2024-01-02 19:50:00,2024-01-02 21:50:00,2024-01-02 19:40:00,2024-01-02 21:40:00,On-Time,JFK,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7197,2024-01-02 20:00:00,2024-01-02 22:00:00,2024-01-02 19:50:00,2024-01-02 21:50:00,On-Time,JFK,ATL,13.313487411815515,32.47780033784809,16.09933667763371,1.5509499232921482,Rain,10.0,0
2648,2024-01-02 20:10:00,2024-01-02 22:10:00,2024-01-02 20:00:00,2024-01-02 22:00:00,On-Time,LAX,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6539,2024-01-02 20:20:00,2024-01-02 22:20:00,2024-01-02 20:10:00,2024-01-02 22:10:00,Delayed,LAX,ORD,2.7477981571659797,41.40929346617265,5.371978658291949,9.902950150785276,Rain,10.0,1
5199,2024-01-02 20:30:00,2024-01-02 22:30:00,2024-01-02 20:20:00,2024-01-02 22:20:00,On-Time,JFK,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
9445,2024-01-02 20:40:00,2024-01-02 22:40:00,2024-01-02 20:30:00,2024-01-02 22:30:00,On-Time,LAX,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
3557,2024-01-02 20:50:00,2024-01-02 22:50:00,2024-01-02 20:40:00,2024-01-02 22:40:00,Delayed,DFW,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
6592,2024-01-02 21:00:00,2024-01-02 23:00:00,2024-01-02 20:50:00,2024-01-02 22:50:00,Delayed,DFW,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
1098,2024-01-02 21:10:00,2024-01-02 23:10:00,2024-01-02 21:00:00,2024-01-02 23:00:00,Delayed,LAX,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
3200,2024-01-02 21:20:00,2024-01-02 23:20:00,2024-01-02 21:10:00,2024-01-02 23:10:00,Delayed,JFK,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
3961,2024-01-02 21:30:00,2024-01-02 23:30:00,2024-01-02 21:20:00,2024-01-02 23:20:00,On-Time,LAX,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5973,2024-01-02 21:40:00,2024-01-02 23:40:00,2024-01-02 21:30:00,2024-01-02 23:30:00,On-Time,LAX,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5433,2024-01-02 21:50:00,2024-01-02 23:50:00,2024-01-02 21:40:00,2024-01-02 23:40:00,Delayed,LAX,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
3869,2024-01-02 22:00:00,2024-01-03 00:00:00,2024-01-02 21:50:00,2024-01-02 23:50:00,On-Time,ORD,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
1956,2024-01-02 22:10:00,2024-01-03 00:10:00,2024-01-02 22:00:00,2024-01-03 00:00:00,On-Time,DFW,ORD,10.633335298415693,41.748689284148114,15.220119658991107,6.675298275776892,Clear,10.0,0
9352,2024-01-02 22:20:00,2024-01-03 00:20:00,2024-01-02 22:10:00,2024-01-03 00:10:00,Delayed,ATL,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
6699,2024-01-02 22:30:00,2024-01-03 00:30:00,2024-01-02 22:20:00,2024-01-03 00:20:00,On-Time,ATL,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7944,2024-01-02 22:40:00,2024-01-03 00:40:00,2024-01-02 22:30:00,2024-01-03 00:30:00,On-Time,ORD,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5493,2024-01-02 22:50:00,2024-01-03 00:50:00,2024-01-02 22:40:00,2024-01-03 00:40:00,On-Time,LAX,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5911,2024-01-02 23:00:00,2024-01-03 01:00:00,2024-01-02 22:50:00,2024-01-03 00:50:00,On-Time,ORD,JFK,34.862723783525134,31.95539234973532,19.10350320956265,8.29543463434145,Fog,10.0,0
4987,2024-01-02 23:10:00,2024-01-03 01:10:00,2024-01-02 23:00:00,2024-01-03 01:00:00,On-Time,ORD,LAX,22.40708574189231,17.048098682149426,4.803031920440284,7.619686352142231,Clear,10.0,0
7015,2024-01-02 23:20:00,2024-01-03 01:20:00,2024-01-02 23:10:00,2024-01-03 01:10:00,On-Time,JFK,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
2218,2024-01-02 23:30:00,2024-01-03 01:30:00,2024-01-02 23:20:00,2024-01-03 01:20:00,Delayed,DFW,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
5496,2024-01-02 23:40:00,2024-01-03 01:40:00,2024-01-02 23:30:00,2024-01-03 01:30:00,On-Time,ATL,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5735,2024-01-02 23:50:00,2024-01-03 01:50:00,2024-01-02 23:40:00,2024-01-03 01:40:00,On-Time,LAX,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5555,2024-01-03 00:00:00,2024-01-03 02:00:00,2024-01-02 23:50:00,2024-01-03 01:50:00,Delayed,ATL,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
9050,2024-01-03 00:10:00,2024-01-03 02:10:00,2024-01-03 00:00:00,2024-01-03 02:00:00,Delayed,ATL,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
4446,2024-01-03 00:20:00,2024-01-03 02:20:00,2024-01-03 00:10:00,2024-01-03 02:10:00,Delayed,DFW,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
